ID,Customer_ID,Name,Age,SSN,Occupation,Annual_Income,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
0x228c6,CUS_0x3410,,19,#F%$D@*&8,Architect,54834.69,7,6,22,6,"Debt Consolidation Loan, Personal Loan, Payday Loan, Not Specified, Personal Loan, and Student Loan",53,15,7,2470.61,27.96894993,9 Years and 2 Months,Yes,258.8627428,101.9342218,High_spent_Small_value_payments,350.0587854,Poor
0x228d2,CUS_0x5275,Holtonq,36,#F%$D@*&8,Manager,40027.94,6,7,18,4,"Home Equity Loan, Payday Loan, Auto Loan, and Mortgage Loan",3,12,11,2429.76,39.33211655,10 Years and 8 Months,NM,78.1172356,288.0907619,Low_spent_Small_value_payments,270.0581692,Poor
0x228de,CUS_0xc1a7,Walterk,43,730-89-2289,Musician,14656.405,5,5,15,5,"Debt Consolidation Loan, Debt Consolidation Loan, Student Loan, Personal Loan, and Not Specified",12,20,8,1328.53,37.94802465,7 Years and 5 Months,Yes,39.19525656,__10000__,Low_spent_Small_value_payments,240.7584554,Standard
0x228ea,CUS_0x9386,Martinnez,27,525-31-6938,Scientist,32466.18,9,10,32,7,"Debt Consolidation Loan, Personal Loan, Credit-Builder Loan, Student Loan, Student Loan, Not Specified, and Debt Consolidation Loan",31,17,10,1339.97,38.62819267,5 Years and 3 Months,Yes,187.6774067,154.1353315,High_spent_Small_value_payments,195.1387618,Poor
0x228f6,CUS_0x7c0d,Aruna Viswanathae,51,910-44-9683,_______,97787.46,6,5,12,3,"Debt Consolidation Loan, Auto Loan, and Not Specified",13,11,0,1122.78,32.07087154,23 Years and 1 Months,No,143.5764602,533.7485499,High_spent_Small_value_payments,426.5704899,Standard
0x22902,CUS_0x4715,Martinneb,17,890-82-7544,Musician,72817.88,7,4,18,1,Payday Loan,22,18,5,717.37,31.97146854,17 Years and 5 Months,Yes,46.55610532,432.4227371,Low_spent_Large_value_payments,427.4368243,Standard
0x2290e,CUS_0x4475,,18,941-24-2210,Accountant,7845.795,10,5,27,6,"Student Loan, Mortgage Loan, Personal Loan, Debt Consolidation Loan, Mortgage Loan, and Credit-Builder Loan",44,22,8,2517.66,28.39784474,5 Years and 5 Months,Yes,19.99449127,61.81114602,Low_spent_Small_value_payments,270.0759877,Poor
0x2291a,CUS_0xe7e,,23,979-39-8883,Writer,7377.215,8,10,18,7,"Personal Loan, Mortgage Loan, Debt Consolidation Loan, Personal Loan, Auto Loan, Mortgage Loan, and Student Loan",50,24,11,1418.65,25.41731398,5 Years and 10 Months,Yes,26.56535511,26.57579241,Low_spent_Small_value_payments,279.3356442,Poor
0x22926,CUS_0x72d2,Rosemarie Franciscob,33,135-79-9788,Journalist,77885.6_,10,5,20,6,"Personal Loan, Auto Loan, Mortgage Loan, Student Loan, Personal Loan, and Home Equity Loan",28,14,8,1290.19,25.63690512,19 Years and 3 Months,Yes,310.2510027,336.7887623,Low_spent_Medium_value_payments,285.5069017,Poor
0x22932,CUS_0x89ab,Jan Harveyt,15,#F%$D@*&8,Media_Manager,105910.08,6,5,18,3_,"Auto Loan, Student Loan, and Debt Consolidation Loan",22,14,5,1300.88,31.0954457,9 Years and 9 Months,Yes,241.794376,200.6337156,High_spent_Large_value_payments,685.2559083,Standard
0x2293e,CUS_0x6dcf,Deyy,16,772-23-6177,Media_Manager,66377.52,8,3,17,4,"Not Specified, Auto Loan, Debt Consolidation Loan, and Student Loan",13,20,7,1450.51,33.62325926,22 Years and 7 Months,Yes,199.4598806,302.5046597,High_spent_Small_value_payments,335.0814597,Standard
0x2294a,CUS_0x7369,Andrew Osbornz,47_,835-59-7996,Writer,11713.625,3,4,10,1,Not Specified,25,11,1,241.98,37.45815128,18 Years and 1 Months,No,9.005230043,0,High_spent_Large_value_payments,305.3252088,Good
0x22956,CUS_0x5d9e,"""Michael OBoyle""f",28,625-00-9287,Journalist,27706.71,8,6,15,3,"Mortgage Loan, Mortgage Loan, and Debt Consolidation Loan",9,9_,1,204.35,26.11461145,18 Years and 5 Months,No,49.1718328,230.5707131,Low_spent_Small_value_payments,251.9467041,Standard
0x22962,CUS_0x41f2,Norihikov,38,397-81-3382,_______,63824.07,4,6,18,1,Student Loan,14,10,4,190.26,36.15376576,NA,Yes,27.31945129,540.0122283,Low_spent_Small_value_payments,261.0355704,Standard
0x2296e,CUS_0x205f,er Davids,19,914-68-1323,_______,34361.32,3,4,11,3_,"Not Specified, Not Specified, and Student Loan",9,13,6,654.33,36.57980249,22 Years and 9 Months,Yes,57.0431107,115.0067977,High_spent_Medium_value_payments,350.094425,Standard
0x2297a,CUS_0x8234,Annh,44,838-10-8480,Accountant,10690.96,3,5,15,3,"Auto Loan, Mortgage Loan, and Auto Loan",11,11,3,260.75,33.18905184,32 Years and 2 Months,No,24.45451318,100.1016235,Low_spent_Small_value_payments,262.8351966,Standard
0x22986,CUS_0x242e,Deepa Seetharamanm,43,#F%$D@*&8,Teacher,19656.51,7,5,4832,4,"Personal Loan, Payday Loan, Credit-Builder Loan, and Mortgage Loan",7,,7,786.15,25.98766272,10 Years and 7 Months,Yes,48.68909009,70.41142783,High_spent_Small_value_payments,308.1037321,Standard
0x22992,CUS_0x865c,Ronaldl,19,993-96-4833,Manager,35650.02,7,4,20,2,"Credit-Builder Loan, and Auto Loan",26,19,4,770.37,31.40031493,19 Years and 10 Months,Yes,37.82791423,221.4062488,Low_spent_Medium_value_payments,290.449337,Standard
0x2299e,CUS_0x2887,Gerry Shihq,42,055-75-4532,Entrepreneur,70137,5,6,17,1,Personal Loan,15,8,7,1416.96,30.02560564,26 Years and 3 Months,Yes,45.59523791,__10000__,High_spent_Large_value_payments,631.3116774,Standard
0x229aa,CUS_0x540f,Sophie Sassardu,34,617-77-4990,Developer,36539.18,2,5,11,0,,10,1,1,15.03,38.4108386,17 Years and 8 Months,No,0,221.1289326,Low_spent_Small_value_payments,395.0642341,Good
0x229b6,CUS_0xb2fc,Jessica Wohlt,27,452-02-4154,Doctor,79649.31,7,3,9,3,"Payday Loan, Debt Consolidation Loan, and Mortgage Loan",15,14,1,821.35,38.28745062,27 Years and 3 Months,No,126.2641431,80.42094691,High_spent_Medium_value_payments,679.15916,Good
0x229c2,CUS_0x1ca5,,27,562-57-6213,Writer,35413.43,6,4,6,3,"Auto Loan, Student Loan, and Auto Loan",5,12,4,381.28,25.38594209,32 Years and 3 Months,Yes,67.25287694,61.42932124,High_spent_Large_value_payments,397.3297185,Standard
0x229ce,CUS_0x4282,Martinnef,22,084-11-7193,Accountant,32507.76,6,3,10,3,"Auto Loan, Credit-Builder Loan, and Debt Consolidation Loan",16,16,4,384.04,26.62111853,18 Years and 5 Months,Yes,53.12412933,254.2197366,Low_spent_Large_value_payments,254.5541341,Standard
0x229da,CUS_0x13c2,Menonv,39,090-98-4724,Teacher,60682.11,8,5,23,5,"Home Equity Loan, Debt Consolidation Loan, Credit-Builder Loan, Payday Loan, and Debt Consolidation Loan",41,22,8,4899.87,31.64233013,8 Years and 10 Months,NM,195.4514774,42.00331187,High_spent_Large_value_payments,520.5294607,Standard
0x229e6,CUS_0xa78b,,42,286-47-4960,Lawyer,35469.72,3,4,3958,0,,15,13,1,1266.34,24.34008783,30 Years and 11 Months,No,0,220.4282075,Low_spent_Small_value_payments,352.9527925,Standard
0x229f2,CUS_0x4469,Sarahm,24,218-98-8370,Engineer,33475.63,8,7,16,0,,17,17,,666.72,37.06168501,NA,Yes,0,248.5033705,Low_spent_Large_value_payments,324.8602128,Standard
0x229fe,CUS_0x5be9,Sarah Mortimerr,48,428-81-0163,Mechanic,125788.8,5,1,4,1,Mortgage Loan,9,,0,1454.08,31.05372837,24 Years and 11 Months,No,14545,226.779638,High_spent_Small_value_payments,1031.295691,Good
0x22a0a,CUS_0xc26e,Ljunggreng,42,996-64-4883,_______,52395.84_,6,3,6,4,"Credit-Builder Loan, Student Loan, Payday Loan, and Personal Loan",24,18,3,774.35,27.12867217,30 Years and 9 Months,NM,108.5439737,226.960193,Low_spent_Small_value_payments,382.3278334,Standard
0x22a16,CUS_0x4671,Alwyn Scottm,44,667-35-5970,Scientist,62877.92,9,784,21,3,"Mortgage Loan, Student Loan, and Personal Loan",40,14,6,2698.89,38.45932915,12 Years and 2 Months,Yes,95.2040667,126.1879611,High_spent_Medium_value_payments,535.7906389,Poor
0x22a22,CUS_0x5d75,Alexu,22,068-55-4070,Teacher,114826.56,4,1,4,3,"Student Loan, Personal Loan, and Payday Loan",11,1,1,202.11,38.02323439,NA,NM,226.8632031,155.8592545,!@9#%8,785.3655424,Good
0x22a2e,CUS_0x4ff5,,23,137-70-2454,Journalist,32486.64,5,5,8,3,"Not Specified, Payday Loan, and Not Specified",14,10,8,242.96,38.22776531,17 Years and 10 Months,Yes,51.09697211,188.6897239,Low_spent_Large_value_payments,279.935304,Standard
0x22a3a,CUS_0x4170,Martinne Gellerp,-500,719-74-9244,Writer,23336.97,3,673,20,1,Home Equity Loan,14,19,3,276.17,35.10752299,20 Years and 3 Months,No,17.01999617,137.9084912,Low_spent_Medium_value_payments,299.5462627,Standard
0x22a46,CUS_0x96c,Vidya Ranganathanz,16,339-26-3192,_______,15274.54,7,5,15,5_,"Home Equity Loan, Home Equity Loan, Debt Consolidation Loan, Personal Loan, and Personal Loan",53,25,12,1628.88,25.89514875,9 Years and 7 Months,Yes,35.39121514,24.25105068,High_spent_Medium_value_payments,297.9455675,Poor
0x22a52,CUS_0xb464,Christiaan Hetznerv,29,689-62-0292,Architect,20278.79,10,7,30,9,"Personal Loan, Credit-Builder Loan, Payday Loan, Personal Loan, Not Specified, Mortgage Loan, Payday Loan, Auto Loan, and Payday Loan",16,25,6,2787.7,33.49978296,7 Years and 1 Months,Yes,118.7332592,102.1715041,Low_spent_Small_value_payments,258.9851534,Standard
0x22a5e,CUS_0xb8f4,Stephen Eisenhammerl,40,359-27-6721,Mechanic,116014.8,2,4,2,3,"Home Equity Loan, Credit-Builder Loan, and Not Specified",7,2834,1,1271.05,33.33822456,16 Years and 5 Months,No,267.5292466,158.8214715,High_spent_Large_value_payments,804.4392819,Good
0x22a6a,CUS_0x52c2,enf,33,033-23-7885,Media_Manager,113637.69,4,6,4,2,"Mortgage Loan, and Home Equity Loan",2,8,718,23.94,38.85606792,NA,No,139.9700758,596.3682654,Low_spent_Large_value_payments,495.7424088,Good
0x22a76,CUS_0x4403,Dominic Lauc,39,466-30-9517,Writer,132895.5,1,2,1,2,"Payday Loan, and Auto Loan",4,3,1,1327.87,41.5133951,25 Years and 7 Months,No,132.0324482,,!@9#%8,1085.118236,Good
0x22a82,CUS_0xb593,Fletcherj,26_,#F%$D@*&8,Mechanic,7744.305,10,8,24,227,"Personal Loan, Personal Loan, Student Loan, Student Loan, Personal Loan, and Auto Loan",28,23,11,4952.14,26.50155703,1 Years and 4 Months,Yes,25.56238265,87.3669828,Low_spent_Small_value_payments,244.1065096,Poor
0x22a8e,CUS_0xb594,Atossai,35,809-82-7359,Musician,9106.91,7,7,19,8,"Credit-Builder Loan, Home Equity Loan, Payday Loan, Debt Consolidation Loan, Auto Loan, Home Equity Loan, Personal Loan, and Payday Loan",27,21,12,3030.75,39.0205838,0 Years and 2 Months,Yes,46.58308963,__10000__,High_spent_Medium_value_payments,282.1171701,Standard
0x22a9a,CUS_0x3b83,Jamesv,41,251-47-9153,Entrepreneur,56213.84,6,7,26,5,"Auto Loan, Home Equity Loan, Mortgage Loan, Credit-Builder Loan, and Credit-Builder Loan",58,19,10,3626.94,27.54943561,4 Years and 1 Months,Yes,120.1594333,303.1372982,Low_spent_Small_value_payments,362.2519351,Poor
0x22aa6,CUS_0x33aa,Soyoungr,32,671-34-5569,Musician,35843.92,10,10,34,6,"Student Loan, Auto Loan, Not Specified, Mortgage Loan, Credit-Builder Loan, and Student Loan",22,16,12,3901.4,33.01378042,2 Years and 5 Months,Yes,156.6667329,36.98313257,High_spent_Medium_value_payments,356.9494679,Poor
0x22ab2,CUS_0x3a3f,Pedro Nicolacid,51,685-35-0038,Media_Manager,9743.51,4,7,8,2,"Mortgage Loan, and Personal Loan",30,19,0,142.19,33.95175214,23 Years and 10 Months,No,16.04167677,52.63361081,Low_spent_Small_value_payments,304.3206291,Standard
0x22abe,CUS_0x2048,Dmitryo,40,212-55-0432,Developer,20934.49,6,7,7,7,"Payday Loan, Student Loan, Not Specified, Not Specified, Mortgage Loan, Personal Loan, and Not Specified",28,16,5,637.11,30.55907243,15 Years and 3 Months,Yes,85.94405597,81.78306622,Low_spent_Small_value_payments,284.2269611,Standard
0x22aca,CUS_0x52f7,Lesley Wroughtonw,23,813-17-7302,Lawyer,36446.72,8,4,16,3,"Not Specified, Debt Consolidation Loan, and Debt Consolidation Loan",25,17,1,1367.36,34.78255731,25 Years and 11 Months,Yes,53.26863419,357.0458101,Low_spent_Small_value_payments,199.0082224,Standard
0x22ad6,CUS_0xa9f6,,45,259-66-7471,Developer,44611.39,2,3,7,1,Student Loan,14,4,0,841.62,25.73911953,26 Years and 4 Months,No,28.96209321,81.04702036,High_spent_Small_value_payments,532.3524698,Standard
0x22ae2,CUS_0x60f5,Tom Bergina,29,882-94-7103,Engineer,15060.02,10,5,34,9,"Auto Loan, Mortgage Loan, Mortgage Loan, Debt Consolidation Loan, Debt Consolidation Loan, Debt Consolidation Loan, Home Equity Loan, Home Equity Loan, and Home Equity Loan",44,18,12,4687.35,35.27241525,NA,Yes,59.24865183,143.1294363,Low_spent_Small_value_payments,215.9220785,Poor
0x22aee,CUS_0x2a55,Paulp,43,744-66-0475,Lawyer,17276.8,8,5,34,3,"Personal Loan, Personal Loan, and Payday Loan",46,8,11,1980,27.94709929,17 Years and 9 Months,Yes,23.89759721,97.73808383,Low_spent_Small_value_payments,326.8376523,Poor
0x22afa,CUS_0x8843,Christiaanf,36,885-25-4598,Developer,11911.715,5,6,11,6,"Debt Consolidation Loan, Not Specified, Student Loan, Personal Loan, Not Specified, and Personal Loan",22,17,8,1147.49,29.1045321,7 Years and 1 Months,Yes,33.1224541,123.1724116,Low_spent_Small_value_payments,225.469426,Standard
0x22b06,CUS_0x59d8,Maloner,23,270-19-5257,Musician,37999.06,10,9,26,6,"Auto Loan, Home Equity Loan, Debt Consolidation Loan, Debt Consolidation Loan, Home Equity Loan, and Debt Consolidation Loan",31,24,11,3783.59,25.68836715,1 Years and 3 Months,Yes,153.9901698,54.28718148,High_spent_Medium_value_payments,335.081482,Poor
0x22b12,CUS_0x27f4,Dahanf,-500,235-09-7325,Journalist,7200.86,4,4,12,6,"Payday Loan, Mortgage Loan, Payday Loan, Debt Consolidation Loan, Home Equity Loan, and Home Equity Loan",7,11,4,1528.69,39.63203902,16 Years and 8 Months,Yes,28.0081717,22.4640052,Low_spent_Large_value_payments,256.8349898,Standard
0x22b1e,CUS_0x29cd,Jonathan Saulg,37,782-79-3837,Musician,17818.53,5,6,11,2_,"Home Equity Loan, and Credit-Builder Loan",7,9,4,1452.64,25.79832457,23 Years and 11 Months,No,26.56169246,127.5151075,Low_spent_Large_value_payments,259.01095,Standard
0x22b2a,CUS_0x4813,Nate Raymondp,32,482-77-1212,Media_Manager,84845.48,4,3,10,3,"Debt Consolidation Loan, Auto Loan, and Not Specified",6,10,1,5.28,37.66312106,24 Years and 3 Months,No,137.0118815,142.8455655,High_spent_Medium_value_payments,688.8882196,Standard
0x22b36,CUS_0x312b,Laurenu,28,#F%$D@*&8,Lawyer,73995.12,4,4,15,4,"Not Specified, Personal Loan, Personal Loan, and Not Specified",30,13,12,1933.79,33.59377205,11 Years and 8 Months,Yes,190.9071513,203.8379426,High_spent_Medium_value_payments,459.5809061,Poor
0x22b42,CUS_0x74e5,Wickhamw,24,596-70-1576,_______,84120.45,2,7,8,3,"Payday Loan, Not Specified, and Student Loan",5,0,0,1317.56,30.13789448,18 Years and 11 Months,No,136.2777563,144.3212771,High_spent_Small_value_payments,682.5047166,Standard
0x22b4e,CUS_0x5dca,,38,016-75-7834,Accountant,58510.3,8,5,12,0,,18,11,4,984.82,35.39527046,17 Years and 4 Months,No,0,,!@9#%8,651.6535545,Standard
0x22b5a,CUS_0x28e3,Kimd,24,118-08-4142,_______,129903,4,6,8,2_,"Debt Consolidation Loan, and Auto Loan",10,6,3,585.74,32.34133451,16 Years and 1 Months,No,170.0120538,239.0560201,High_spent_Large_value_payments,901.4569262,Standard
0x22b66,CUS_0x23a1,Herbert Lasho,22,567-97-0729,Mechanic,16579.55,7,6,12,2,"Not Specified, and Credit-Builder Loan",20,12,7,1467.16,27.06238313,NA,Yes,16.95401859,10.99704714,High_spent_Large_value_payments,360.6118509,Standard
0x22b72,CUS_0xbbd8,,21,849-15-4668,Accountant,88275.18,8,4,7,2,"Not Specified, and Personal Loan",9,8_,6,141.75,35.40397222,23 Years and 4 Months,Yes,140.5728178,534.1020234,Low_spent_Medium_value_payments,366.0516588,Standard
0x22b7e,CUS_0x6e0,,45,826-38-1391,Entrepreneur,31104.32,6,5,12,1,Credit-Builder Loan,13,11,3,1354,31.95488734,30 Years and 4 Months,No,22.68715164,__10000__,High_spent_Large_value_payments,453.0283543,Standard
0x22b8a,CUS_0xb5dd,Jamesn,22_,848-97-1120,Journalist,14027.195_,0,4,3,3,"Personal Loan, Auto Loan, and Credit-Builder Loan",11,,2553,1462.95,26.65022054,19 Years and 11 Months,No,30.65179753,46.30772959,High_spent_Small_value_payments,304.1337645,Good
0x22b96,CUS_0x5029,Arunar,54,721-33-6721,_______,31866.94,3,2,8,0,,12,6,0,879.74,32.66263149,28 Years and 8 Months,No,0,130.4768147,Low_spent_Small_value_payments,449.5810186,Good
0x22ba2,CUS_0x6c67,Alexe,22,024-43-6489,Media_Manager,19071.34,8,5,17,2,"Auto Loan, and Credit-Builder Loan",30,19,1548,118.72,32.14184948,30 Years and 9 Months,No,24.65216294,__10000__,High_spent_Large_value_payments,364.5349956,Standard
0x22bae,CUS_0x38cc,Wrightz,28,906-86-9049,Writer,22713.82,7,7,16,2,"Not Specified, and Payday Loan",28,13,7,1410.54,31.20549354,NA,Yes,19.37348722,37.21667219,High_spent_Medium_value_payments,355.3916739,Standard
0x22bba,CUS_0x23c5,Sarah McBrideo,22,435-97-7668,Entrepreneur,93293.13,4,5,2,4,"Mortgage Loan, Auto Loan, Debt Consolidation Loan, and Auto Loan",11,12,4,1448.6,27.71744018,24 Years and 5 Months,No,156.2123992,__10000__,Low_spent_Medium_value_payments,646.0540224,Good
0x22bc6,CUS_0x128f,David Gaffenk,31,015-60-0619,Teacher,75816.52,6,9,22,5,"Not Specified, Not Specified, Student Loan, Mortgage Loan, and Home Equity Loan",20,24,9,2555.9,38.99834217,5 Years and 8 Months,Yes,158.1637791,348.1666604,Low_spent_Small_value_payments,412.7738938,Poor
0x22bd2,CUS_0x582f,Eva Kuehnenu,28,462-85-7240,Teacher,131091.6,6,6,12,0,,8,18,0,815.12,42.4964972,19 Years and 2 Months,No,0,262.460765,High_spent_Small_value_payments,1092.269235,Standard
0x22bde,CUS_0x14c1,Denny Thomasz,37,695-59-2005,Media_Manager,130220.08,6,3,14,3,"Home Equity Loan, Personal Loan, and Debt Consolidation Loan",23,14,1622,410.1,40.53953491,29 Years and 4 Months,NM,245.9244925,__10000__,Low_spent_Medium_value_payments,815.1046068,Standard
0x22bea,CUS_0x8608,Lu Jianxina,38,072-52-5986,Entrepreneur,169339.88,1,6,9,3,"Payday Loan, Not Specified, and Student Loan",3,6,0,1163.93,26.53067374,25 Years and 5 Months,NM,343.1893537,691.3893236,Low_spent_Medium_value_payments,638.5869894,Poor
0x22bf6,CUS_0x1551,Kyle Petersonm,27,210-96-9043,Entrepreneur,16674.01,1,4,5,1,Auto Loan,11,4,4,1471.88,38.14432254,NA,No,13.63231056,75.29299569,Low_spent_Small_value_payments,335.3247771,Good
0x22c02,CUS_0x3aaa,Billp,14,750-94-9700,Developer,51580.68,5,6,10,6,"Personal Loan, Not Specified, Student Loan, Personal Loan, Home Equity Loan, and Mortgage Loan",30,8,4,1475.3,23.79221518,NA,NM,219.3084504,229.3256073,Low_spent_Small_value_payments,255.3049423,Standard
0x22c0e,CUS_0x70d,Daniel Basesk,23,350-94-1349,_______,15710.265,5,7,5,1,Payday Loan,14,19,3,1012.23_,29.79721936,15 Years and 7 Months,NM,10.60777444,44.47161524,Low_spent_Medium_value_payments,340.1394853,Standard
0x22c1a,CUS_0x22b1,Osamus,41,058-45-2550,Accountant,64692.9,2,4,12,0,,14,9,2,1267.96,40.64872069,15 Years and 4 Months,No,0,203.795705,High_spent_Medium_value_payments,610.511795,Good
0x22c26,CUS_0x92e9,Kimu,16,#F%$D@*&8,_______,36863.79,3,6,6,6,"Debt Consolidation Loan, Not Specified, Payday Loan, Student Loan, Payday Loan, and Auto Loan",14,18,6,441.29,37.37413817,7 Years and 8 Months,Yes,181.9149171,178.8519588,Low_spent_Large_value_payments,189.2313742,Standard
0x22c32,CUS_0x5826,,32,844-57-8072,Lawyer,16740.095,5,5,2,2,"Payday Loan, and Credit-Builder Loan",-1,7,1,218.19,34.83399191,16 Years and 1 Months,NM,14.8402564,110.737303,Low_spent_Large_value_payments,273.7232323,Standard
0x22c3e,CUS_0xfaa,,17,#F%$D@*&8,Doctor,19761.79,10,8,31,5,"Personal Loan, Auto Loan, Auto Loan, Home Equity Loan, and Debt Consolidation Loan",18,24_,9,4670.92,35.96611644,3 Years and 9 Months,Yes,42.0813735,40.80465077,High_spent_Small_value_payments,353.4955591,Standard
0x22c4a,CUS_0xaee3,renton Cordeiror,27,568-87-8837,Musician,44608.21,4,5,10,0,,11,10,3,648.02,37.04512817,31 Years and 7 Months,No,0,,!@9#%8,525.3122043,Good
0x22c56,CUS_0xb172,Christiaan Hetzners,20,432-52-4456,Mechanic,35093.6,4,4,19,0,,5,8,3,916.22,24.44076538,31 Years and 1 Months,Yes,0,139.4028915,Low_spent_Large_value_payments,427.5437752,Standard
0x22c62,CUS_0xb818,Lashx,23,958-08-7164,Lawyer,62424.12,7,8,29,5,"Payday Loan, Debt Consolidation Loan, Mortgage Loan, Debt Consolidation Loan, and Debt Consolidation Loan",54,18,6,1958.36,40.69529713,12 Years and 3 Months,Yes,175.3603175,235.51225,High_spent_Small_value_payments,350.1284325,Poor
0x22c6e,CUS_0x36b4,Arakali Aradhanag,43,144-10-9312,_______,17060.705,8,3,11,4,"Debt Consolidation Loan, Home Equity Loan, Auto Loan, and Auto Loan",24,11,2,268.81,38.45522272,22 Years and 1 Months,Yes,51.93463391,116.8505574,!@9#%8,279.7873504,Standard
0x22c7a,CUS_0x7d66,Johng,46,621-07-0498,Journalist,39459.88,4,2,1,2,"Mortgage Loan, and Student Loan",1,0,4,1253.88,23.91677666,24 Years and 3 Months,NM,50.77229873,315.5676081,Low_spent_Small_value_payments,276.6924265,Good
0x22c86,CUS_0x416f,le Leilae,18,562-69-0668,Mechanic,169481.08,3,2,10,2,"Personal Loan, and Credit-Builder Loan",8,9,3,645.14,29.57565854,NA,NM,168.9283469,603.4204268,High_spent_Medium_value_payments,918.4935596,Good
0x22c92,CUS_0x922d,Jasonx,19,#F%$D@*&8,Journalist,100809.78,4,5,12,3,"Student Loan, Credit-Builder Loan, and Auto Loan",5,18,5,640.78,41.70947954,10 Years and 4 Months,Yes,219.7155672,210.4676696,High_spent_Large_value_payments,653.7982633,Standard
0x22c9e,CUS_0xaea9,Ryan Vlastelicaa,14,964-34-3476,Engineer,16236.13,7,5,21,5,"Personal Loan, Debt Consolidation Loan, Home Equity Loan, Debt Consolidation Loan, and Student Loan",43,18,10,3300.77,28.16308052,13 Years and 4 Months,Yes,66.56064223,105.0866395,Low_spent_Large_value_payments,212.5538016,Standard
0x22caa,CUS_0x8ae9,Masona,15,#F%$D@*&8,Developer,9114.48,8,10,33,7,"Not Specified, Not Specified, Mortgage Loan, Personal Loan, Home Equity Loan, Not Specified, and Credit-Builder Loan",31,18,6,2823.42,33.60204814,6 Years and 7 Months,NM,30.08078845,16.79663308,High_spent_Small_value_payments,279.1765785,Standard
0x22cb6,CUS_0x3ee9,Mollenkampr,50,459-66-4683,Media_Manager,60663,3,3,20,-100,Payday Loan,18,17,2,846.68,38.99806315,26 Years and 9 Months,Yes,44.52236414,164.1989566,High_spent_Medium_value_payments,522.4036793,Standard
0x22cc2,CUS_0xc2c0,Langef,985,498-38-6425,Manager,14198.91,6,7,6,6,"Payday Loan, Auto Loan, Credit-Builder Loan, Personal Loan, Home Equity Loan, and Debt Consolidation Loan",17,18_,6,603.87,25.94827936,8 Years and 2 Months,Yes,70.49609995,132.3842861,Low_spent_Small_value_payments,197.043864,Standard
0x22cce,CUS_0x373b,en Berkowitzi,32,368-07-2548,Media_Manager,26520.9,8,4,15,4,"Auto Loan, Debt Consolidation Loan, Mortgage Loan, and Personal Loan",20,13,5,1182.19,25.08120777,19 Years and 4 Months,Yes,57.13998193,209.0038935,Low_spent_Small_value_payments,244.0636245,Standard
0x22cda,CUS_0xabef,Raoz,27,759-42-6331,Scientist,157156.8,3,3,9,0,,7,7,3,1375.8,36.84975038,16 Years and 1 Months,No,0,388.4441179,High_spent_Medium_value_payments,1166.595882,Standard
0x22ce6,CUS_0x2f9d,Angela Moone,31,#F%$D@*&8,Manager,7555.45,8,6,29,6,"Not Specified, Personal Loan, Home Equity Loan, Auto Loan, Mortgage Loan, and Credit-Builder Loan",33,,11,3371.11,28.10028566,8 Years and 9 Months,Yes,2399,16.49603915,!@9#%8,266.6665398,Standard
0x22cf2,CUS_0x6a6,Mutikanip,47,240-37-4122,Accountant,91946.91,3,6,12,4,"Credit-Builder Loan, Home Equity Loan, Home Equity Loan, and Payday Loan",22,16,0,1194.82,37.99346807,29 Years and 5 Months,Yes,251.1629402,312.4208716,!@9#%8,441.7404382,Standard
0x22cfe,CUS_0x76df,Sarah McBrider,44,826-97-3188,Mechanic,61970.82,8,4,13,1,Credit-Builder Loan,21,10,2,636.65,32.71750343,30 Years and 5 Months,No,41.63362639,176.7803513,Low_spent_Small_value_payments,561.7095223,Standard
0x22d0a,CUS_0x477b,Matthewy,41_,356-12-0486,Journalist,26775.49,8,4,7,1,Home Equity Loan,14,19,0,1082.13,35.502863,26 Years and 5 Months,No,13.48429453,,Low_spent_Small_value_payments,364.8701833,Standard
0x22d16,CUS_0x8ec8,Silvia Aloisiq,19,004-57-0116,_______,29741.12,8,5,31,5,"Credit-Builder Loan, Auto Loan, Home Equity Loan, Home Equity Loan, and Student Loan",21,14,7,1284.84,35.18578036,16 Years and 10 Months,Yes,96.52221125,58.08180944,High_spent_Large_value_payments,316.238646,Poor
0x22d22,CUS_0x4238,Chrisv,24,531-95-3608,Mechanic,39431.65,4,3,2,-100,Debt Consolidation Loan,13,1,4,1392.78,31.01908148,23 Years and 11 Months,NM,19.88457141,89.58651149,High_spent_Medium_value_payments,485.3260004,Good
0x22d2e,CUS_0x5627,Stempelt,50,953-46-1751,Teacher,34366,2,4,8,2,"Student Loan, and Payday Loan",2,9,0,701.41,23.29853798,31 Years and 10 Months,No,44.93190236,44.09079215,High_spent_Medium_value_payments,444.1606388,Standard
0x22d3a,CUS_0x9002,Nickp,42,540-68-4591,Media_Manager,20851.59,4,6,18,1,Mortgage Loan,22,15,4,1195.06,38.27352536,16 Years and 1 Months,Yes,9.299161964,47.60441099,Low_spent_Large_value_payments,383.259677,Standard
