Access Code,Name,Gender,Age,Height,Initial Weight,Lowest Weight,Target Weight,Product Name,Status,Price,Purchased At,Payment Type,Channel
A7RXL529,조세민,FEMALE,22.0,163.0,53.2,,49.476000000000006,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-07-30 16:38:45.768000,Recurring,direct
DEJTPCZA,임태영,MALE,24.0,180.0,88.1,,81.93299866,눔 체중감량 프로그램,completed,112500,2017-04-26 01:08:38.272000,Recurring,facebook
IGUXB1LE,서세연,FEMALE,23.0,167.0,70.0,,65.09999847,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-07-22 02:02:42.760000,Recurring,facebook
QWIGG41L,양세아,FEMALE,29.0,165.0,56.0,56.0,49.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-06-10 17:47:21.712000,Recurring,facebook
SUOIGMK6,유솔아,FEMALE,27.0,174.0,80.0,,68.0,눔 체중감량 프로그램,cancelled,44780,2017-05-09 10:41:58.088000,Recurring,facebook
WEX39M4F,고채혁,MALE,29.0,174.0,91.5,,80.0,눔 체중감량 프로그램,cancelled,112500,2017-04-19 00:46:10.648000,Recurring,facebook
PRHUECM0,전지예,FEMALE,28.0,162.0,61.0,60.0,54.0,눔 체중감량 프로그램 (천원 체험),refunded,112500,2017-08-30 01:33:07.112000,Recurring,facebook
LFFVY2GA,오선영,FEMALE,30.0,160.0,47.5,,44.5,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-28 23:46:10.016000,Recurring,facebook
59GNDZUV,안소윤,,,,,,,눔 체중감량 프로그램,completed,112500,2017-05-09 16:41:48.608000,Recurring,facebook
J9WGOBD8,안소은,FEMALE,27.0,158.0,66.5,66.8,60.0,눔 체중감량 프로그램,cancelled,112500,2017-05-05 23:47:54.936000,Recurring,facebook
N1GZMV2Z,문찬 율,MALE,34.0,173.0,76.0,,71.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-17 14:38:11.912000,Recurring,facebook
L2H3RLZL,허채슬,FEMALE,27.0,170.0,60.6,,56.358000000000004,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-07-12 02:56:07.696000,Recurring,facebook
M6VN5UPT,조세민,FEMALE,30.0,159.0,63.3,,50.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-06-11 20:02:33.296000,Recurring,facebook
MAPRQ8Q8,손소은,FEMALE,22.0,164.0,45.0,,45.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-01 07:40:31.416000,Recurring,facebook
NLRZUAY1,전채희,FEMALE,27.0,161.0,56.4,51.6,50.313,눔 체중감량 프로그램,refunded,44780,2017-04-11 08:41:17.416000,Recurring,facebook
EW75PND9,정지예,FEMALE,23.0,153.0,56.0,55.5,48.0,눔 체중감량 프로그램 (천원 체험),refunded,112500,2017-07-23 12:54:19.752000,Recurring,facebook
X97LQBPN,홍승윤,FEMALE,21.0,166.0,77.0,,71.61,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-23 23:10:38.216000,Recurring,facebook
UTQ98KZ6,류소빈,FEMALE,28.0,158.0,57.0,55.0,47.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-06-05 21:28:21.056000,Recurring,facebook
Y9EDJYCN,정세아,FEMALE,37.0,143.0,66.0,64.2,59.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-28 22:34:15.688000,Recurring,facebook
31OJ69IH,백서빈,FEMALE,25.0,165.0,63.0,59.4,56.9,눔 체중감량 프로그램,completed,112500,2017-03-28 10:29:03.120000,Recurring,facebook
O3SLAE34,양서빈,FEMALE,23.0,172.0,58.0,,53.93999863,눔 체중감량 프로그램,completed,112500,2017-05-23 13:51:55.296000,Recurring,naver
9J6021J0,고설민,FEMALE,20.0,161.0,58.5,56.0,54.405,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-07-28 19:50:32.888000,Recurring,others
0LZTS7F4,백초은,FEMALE,29.0,156.0,61.7,60.0,50.0,눔 체중감량 프로그램,completed,112500,2017-03-22 00:02:58.792000,Recurring,facebook
U7T2R062,이채안,FEMALE,29.0,169.0,60.3,59.8,56.07899999999999,눔 체중감량 프로그램,completed,112500,2017-05-03 12:26:54.064000,Recurring,facebook
AN4TE3FK,강세윤,FEMALE,26.0,154.0,52.0,,48.36,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-07-30 15:57:00.575999,Recurring,facebook
C1VQTM3A,김서원,FEMALE,27.0,162.0,88.0,78.0,50.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-06-06 00:29:15.168000,Recurring,facebook
LOOI0ZOF,유윤후,MALE,25.0,178.0,97.5,93.6,75.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-06-26 14:09:22.752000,Recurring,naver
3EIAKKP2,백지현,FEMALE,31.0,159.0,52.0,52.0,47.0,눔 체중감량 프로그램,cancelled,44780,2017-03-21 14:58:14.640000,Recurring,facebook
YX6C3H9A,문승은,FEMALE,21.0,173.0,68.0,67.3,63.24000168,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-07-28 19:36:45.128000,Recurring,facebook
8RJGTIQN,장소은,FEMALE,26.0,163.0,58.1,56.0,48.1,눔 체중감량 프로그램,completed,112500,2017-04-06 16:17:10.264000,Recurring,facebook
WWI0YGW8,윤설아,FEMALE,35.0,162.0,64.0,,59.52000046,눔 체중감량 프로그램 (천원 체험),refunded,112500,2017-08-16 08:41:10.920000,Recurring,facebook
GLE0H62I,송수정,FEMALE,26.0,156.0,68.0,,63.23999977,눔 체중감량 프로그램 (천원 체험),refunded,112500,2017-06-11 09:12:36.640000,Recurring,facebook
YQ856M6A,황선희,FEMALE,39.0,168.0,75.0,75.1,57.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-13 12:43:36.272000,Recurring,facebook
E6NIUH1W,고태환,MALE,25.0,182.0,146.3,144.3,136.059,눔 체중감량 프로그램,completed,112500,2017-04-23 08:39:29.824000,Recurring,others
0IV7EI6S,이채빈,FEMALE,23.0,168.0,70.0,,65.1,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-30 01:23:31.872000,Recurring,facebook
1PJ46E7R,조지수,FEMALE,27.0,162.0,88.0,78.0,50.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-06-06 00:31:04.168000,Recurring,facebook
O0HD3KBZ,한세윤,FEMALE,20.0,168.0,64.2,,50.2,눔 체중감량 프로그램,cancelled,44780,2017-04-09 22:34:26.776000,Recurring,facebook
AH8LIZMN,홍서안,FEMALE,31.0,164.0,64.0,,52.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-06-06 19:20:39.192000,Recurring,facebook
3B3WQA4A,홍슬비,FEMALE,28.0,158.0,84.0,69.3,75.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-04 14:19:53.272000,Recurring,naver
CTOHE0ZJ,강지빈,FEMALE,34.0,166.0,58.7,57.6,53.0,눔 체중감량 프로그램 (천원 체험),refunded,112500,2017-06-19 17:54:26.128000,Recurring,others
R270TBB9,신은찬,MALE,35.0,184.0,91.1,87.3,80.0,눔 체중감량 프로그램,completed,112500,2017-05-17 15:55:51.960000,Recurring,naver
EZ5QGQJB,문채설,FEMALE,48.0,165.0,95.0,83.0,63.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-07-25 20:00:13.920000,Recurring,facebook
A4UPISHL,황윤찬,MALE,23.0,180.0,83.0,,77.19,눔 체중감량 프로그램,cancelled,112500,2017-05-02 00:18:14.904000,Recurring,google
9LOV61OE,윤서현,FEMALE,22.0,156.0,61.4,61.9,39.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-07-28 18:26:10.248000,Recurring,facebook
F15G0EMG,김슬미,FEMALE,32.0,161.0,53.0,50.2,48.732,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-09 11:58:04.736000,Recurring,naver
6R6CI3VP,권세은,FEMALE,25.0,-1.0,70.0,68.0,63.24,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-06-12 11:32:50.208000,Recurring,naver
PZCVF0WR,장서현,FEMALE,23.0,162.0,68.9,,64.077,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-07-06 10:53:13.896000,Recurring,naver
I71IAPV2,손슬지,FEMALE,30.0,165.0,55.0,,51.15,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-07-26 08:33:37.776000,Recurring,facebook
FYT29HO2,송세영,FEMALE,47.0,160.0,75.0,69.0,60.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-07-22 19:32:29.184000,Recurring,naver
9ATLKRW4,강수진,FEMALE,22.0,158.0,85.0,,79.05,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-27 21:37:32.592000,Recurring,naver
IXOQNP6P,오슬지,FEMALE,25.0,159.0,83.4,,57.00000191,눔 체중감량 프로그램 (천원 체험),refunded,112500,2017-08-13 07:14:17.976000,Recurring,facebook
1QKR0MTU,홍수윤,FEMALE,24.0,156.0,57.0,55.3,55.148999999999994,눔 체중감량 프로그램,cancelled,112500,2017-05-04 20:20:26.976000,Recurring,facebook
NI8GHG6T,조세현,FEMALE,29.0,160.0,56.0,55.8,52.08000183,눔 체중감량 프로그램,completed,112500,2017-04-24 13:57:33.200000,Recurring,others
8FCVM8X3,조세희,FEMALE,29.0,156.0,92.0,,67.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-14 23:14:27.192000,Recurring,email
ZYRJK6IT,백서원,FEMALE,28.0,171.0,68.5,68.5,54.0,눔 체중감량 프로그램,completed,112500,2017-04-18 17:05:31.368000,Recurring,facebook
CVN8VY0G,임초영,FEMALE,23.0,157.0,53.3,,49.568999999999996,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-07-29 18:38:04.584000,Recurring,facebook
SS18DY86,오영준,MALE,31.0,168.0,86.1,83.2,65.0,눔 체중감량 프로그램,completed,112500,2017-05-15 07:22:00.704000,Recurring,others
8HVQPT11,류선아,FEMALE,29.0,161.0,59.4,57.4,55.148999999999994,눔 체중감량 프로그램 (천원 체험),refunded,112500,2017-08-17 23:37:38.400000,Recurring,facebook
2877E56A,조성은,FEMALE,30.0,165.0,70.0,75.0,65.09999847,눔 체중감량 프로그램,cancelled,112500,2017-05-17 11:57:39.848000,Recurring,naver
NTO32EWH,조지수,FEMALE,20.0,167.0,63.2,,53.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-07-31 18:36:12.728000,Recurring,facebook
4JAP3PWK,윤채슬,FEMALE,33.0,174.0,76.9,75.0,69.843,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-13 00:07:24.008000,Recurring,facebook
8ZIK6LHP,손수빈,FEMALE,26.0,173.0,58.5,,55.09999847,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-06-29 23:35:16.320000,Recurring,facebook
QL9HFRKT,정슬희,FEMALE,41.0,158.0,58.0,55.4,52.90000010000001,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-07-09 23:34:44.984000,Recurring,facebook
AXNPJ2YK,서채윤,FEMALE,32.0,163.0,56.0,56.0,51.15,눔 체중감량 프로그램,cancelled,112500,2017-03-14 15:50:19.184000,Recurring,facebook
RBHH97CF,전수지,FEMALE,21.0,167.0,72.3,,57.3,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-06-11 01:23:22.432000,Recurring,facebook
1F1Y479Z,조솔윤,FEMALE,20.0,167.0,105.0,81.0,60.0,눔 체중감량 프로그램 (천원 체험),completed,177000,2017-06-05 02:33:19.384000,Recurring,others
9FSYMWAT,조서우,FEMALE,19.0,165.0,72.7,67.6,62.7,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-07-02 06:38:43.672000,Recurring,naver
HBX6RH26,권설빈,FEMALE,27.0,165.0,63.0,55.8,50.0,눔 체중감량 프로그램,cancelled,112500,2017-05-21 12:18:17.744000,Recurring,email
8FMKQ8KL,김윤진,MALE,34.0,168.0,92.0,,85.55999756,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-10 13:21:09.816000,Recurring,facebook
EIRAPBRR,류승예,FEMALE,27.0,158.0,66.0,,53.0,눔 체중감량 프로그램,cancelled,112500,2017-04-03 08:21:50.328000,Recurring,facebook
FJEVUGND,유슬지,FEMALE,26.0,156.0,58.5,57.6,46.5,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-26 11:52:39.976000,Recurring,others
AU6WKLHD,임서현,FEMALE,28.0,168.0,65.0,61.9,57.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-17 23:14:59.112000,Recurring,naver
2QG5T78M,오소윤,FEMALE,23.0,169.0,62.0,,54.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-06-02 22:22:28.760000,Recurring,facebook
QLT4ABF7,박서빈,FEMALE,25.0,159.0,83.4,,57.00000191,눔 체중감량 프로그램 (천원 체험),refunded,112500,2017-08-13 07:04:34.976000,Recurring,facebook
66S8MABF,오태은,MALE,26.0,181.0,105.0,,97.6500001,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-07-25 23:40:53.808000,Recurring,facebook
JER7J8SA,조성은,FEMALE,25.0,175.0,62.0,57.5,60.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-03 15:28:03.624000,Recurring,facebook
8KNBEB7F,최서안,FEMALE,28.0,160.0,54.0,53.5,50.22,눔 체중감량 프로그램 (천원 체험),refunded,112500,2017-08-08 22:52:50.920000,Recurring,facebook
XC64FAL7,최슬희,FEMALE,21.0,160.0,61.0,60.3,53.94,눔 체중감량 프로그램 (천원 체험),completed,68900,2017-08-13 23:56:14.344000,Recurring,others
DY2YIAWC,배태훈,MALE,35.0,174.0,111.0,109.0,70.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-06-13 14:37:31.120000,Recurring,others
EK2B2X3F,홍슬민,FEMALE,40.0,158.0,58.0,57.5,48.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-07-29 13:23:09.232000,Recurring,naver
DT92AWOX,오솔희,FEMALE,42.0,161.0,59.0,56.5,51.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-07-30 22:04:34.408000,Recurring,naver
51RV69U9,한초빈,FEMALE,27.0,160.0,65.5,,60.915,눔 체중감량 프로그램,cancelled,112500,2017-05-13 12:25:04.304000,Recurring,facebook
4OKZH8TF,홍승이,FEMALE,18.0,159.0,53.0,51.0,45.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-30 14:42:31.744000,Recurring,email
RCNSVHUZ,홍설희,FEMALE,25.0,160.0,59.1,58.0,54.96299744,눔 체중감량 프로그램,cancelled,44780,2017-05-18 17:16:31.112000,Recurring,naver
30LLUNGS,양지수,FEMALE,23.0,161.0,59.0,57.7,50.0,눔 체중감량 프로그램,cancelled,112500,2017-04-02 15:07:58.872000,Recurring,others
G0DWMJP9,전소원,FEMALE,24.0,157.0,56.0,,45.0,눔 체중감량 프로그램,cancelled,112500,2017-05-19 11:27:30.696000,Recurring,naver
AYK6C1JM,신승빈,FEMALE,20.0,167.0,58.6,,50.0,눔 체중감량 프로그램,cancelled,112500,2017-04-28 04:01:41.920000,Recurring,facebook
T99RKQ25,오초윤,FEMALE,31.0,162.0,70.0,70.0,65.1,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-15 15:33:32.856000,Recurring,facebook
5UY7QGPR,조대규,MALE,36.0,182.0,108.0,109.2,100.44,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-05 00:49:57.648000,Recurring,google
YG0WFCUE,최채정,FEMALE,34.0,164.0,70.0,70.0,55.0,눔 체중감량 프로그램,completed,112500,2017-05-14 14:10:18.000000,Recurring,facebook
LRTMORXW,김수아,FEMALE,27.0,151.0,59.0,,54.87,눔 체중감량 프로그램,completed,112500,2017-04-25 22:18:56.144000,Recurring,facebook
OVVQ133V,이초영,FEMALE,22.0,165.0,70.0,70.0,55.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-02 23:04:27.232000,Recurring,facebook
OIT15TK8,배슬영,FEMALE,28.0,171.0,68.5,68.5,54.0,눔 체중감량 프로그램,completed,112500,2017-04-18 16:55:03.368000,Recurring,facebook
QJF0C1YA,유승혜,FEMALE,21.0,163.0,66.0,64.6,55.0,눔 체중감량 프로그램,cancelled,112500,2017-05-06 20:21:40.672000,Recurring,facebook
8JKK0ZAH,문지은,FEMALE,19.0,159.0,62.0,62.0,50.685,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-07-31 10:15:35.784000,Recurring,facebook
2KX4Y4MM,홍도윤,MALE,26.0,172.0,92.0,91.2,72.0,눔 체중감량 프로그램,completed,44780,2017-05-08 16:24:03.320000,Recurring,facebook
M37OA8OF,허수인,FEMALE,24.0,160.0,61.6,61.4,52.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-31 09:25:35.400000,Recurring,facebook
9IA6ZR2T,허초민,FEMALE,29.0,158.0,50.0,47.8,46.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-06-06 01:50:03.856000,Recurring,facebook
PDQL45XB,백채은,FEMALE,33.0,158.0,60.5,59.6,56.26499939,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-13 11:08:07.640000,Recurring,facebook
6I1NUPQP,홍설빈,FEMALE,27.0,154.0,51.2,,47.61600065,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-06-16 10:55:12.336000,Recurring,facebook
E5B4FVU6,유채윤,FEMALE,28.0,167.0,65.0,58.9,57.195,체중관리 환급 패키지 (천원 체험),completed,137800,2017-06-01 23:00:27.784000,Recurring,facebook
JGUULGCT,강수지,FEMALE,23.0,165.0,56.8,56.4,48.8,눔 체중감량 프로그램,completed,112500,2017-04-12 22:54:31.264000,Recurring,facebook
V5K5DKR8,윤세희,FEMALE,26.0,158.0,61.5,62.0,52.0,눔 체중감량 프로그램,completed,112500,2017-05-12 11:32:39.088000,Recurring,facebook
RGCOAC2S,허지아,FEMALE,43.0,176.0,92.1,92.2,85.65299988,눔 체중감량 프로그램,completed,112500,2017-04-14 22:41:02.375999,Recurring,facebook
K00ENLXL,배채은,FEMALE,39.0,159.0,57.0,57.0,52.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-27 19:20:16.895999,Recurring,facebook
KSCMRJQC,허채영,FEMALE,28.0,164.0,57.3,,53.288999999999994,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-06-06 21:15:11.200000,Recurring,facebook
BH3PLLVV,조솔아,FEMALE,21.0,158.0,52.7,,49.011,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-06-13 09:49:38.264000,Recurring,facebook
X6U9GWRW,장승윤,FEMALE,35.0,167.0,60.3,62.9,53.99999905,눔 체중감량 프로그램 (천원 체험),completed,68900,2017-05-27 08:04:31.048000,Recurring,naver
CYGNZC7J,황서아,FEMALE,27.0,157.0,55.9,52.1,48.0,눔 체중감량 프로그램,completed,112500,2017-03-20 13:27:08.920000,Recurring,facebook
FVNN5ULS,유초현,FEMALE,24.0,153.0,46.59999847,44.7,43.61700058,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-19 10:03:16.144000,Recurring,facebook
WFAPSNSH,정세민,FEMALE,34.0,167.0,68.0,,55.0,눔 체중감량 프로그램,completed,112500,2017-03-14 01:19:14.872000,Recurring,facebook
FHB4IVWY,홍채희,FEMALE,27.0,163.0,56.5,,52.545,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-06-14 12:30:10.304000,Recurring,facebook
OVF5XFPK,고소빈,FEMALE,26.0,165.0,71.3,86.0,57.0,눔 체중감량 프로그램,completed,112500,2017-03-29 09:32:42.912000,Recurring,facebook
TUGLWAV0,강슬비,FEMALE,25.0,159.0,63.0,59.0,53.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-31 10:32:47.800000,Recurring,facebook
DL9GIQ6D,강유찬,MALE,27.0,175.0,103.0,,95.79,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-06-20 17:07:02.152000,Recurring,naver
CPLEUTTL,권지희,FEMALE,23.0,160.0,55.0,54.7,48.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-06-06 18:00:32.216000,Recurring,facebook
MMBKBTHG,양수애,FEMALE,33.0,158.0,60.5,59.6,56.26499939,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-13 10:53:51.640000,Recurring,facebook
MXR6TCRX,전윤기,MALE,23.0,171.0,75.0,,69.75,눔 체중감량 프로그램,cancelled,44780,2017-05-03 20:41:58.784001,Recurring,facebook
DFOKV0HD,서지연,FEMALE,42.0,173.0,69.1,67.7,61.0,눔 체중감량 프로그램,completed,112500,2017-05-13 14:12:27.928000,Recurring,others
ADT8LGFN,조슬윤,FEMALE,28.0,162.0,51.6,51.2,47.988,눔 체중감량 프로그램,cancelled,112500,2017-03-14 20:32:50.656000,Recurring,facebook
MJEOUHGD,오승예,FEMALE,24.0,169.0,52.5,51.9,48.0,눔 체중감량 프로그램,completed,56250,2017-04-29 22:56:51.016000,Recurring,facebook
QXWKNBEC,오지영,FEMALE,25.0,158.0,58.0,,45.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-18 19:45:29.120000,Recurring,facebook
E3OA51YU,조소연,FEMALE,22.0,162.0,53.0,,49.29,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-06-23 01:48:30.432000,Recurring,facebook
499VHDMP,송선아,FEMALE,28.0,161.0,70.0,,65.09999847,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-27 01:33:50.672000,Recurring,facebook
ZVJB7ORZ,윤시현,MALE,22.0,185.0,146.9,,136.61698909999998,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-07 11:08:00.424000,Recurring,others
833J2NXX,오솔비,FEMALE,27.0,151.0,45.0,50.0,40.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-07-28 12:26:41.248000,Recurring,direct
M6LPIJOP,조슬빈,FEMALE,27.0,159.0,51.0,,45.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-06-14 13:17:40.344000,Recurring,naver
ZK3IWUQV,고지안,FEMALE,29.0,168.0,68.5,62.8,58.0,눔 체중감량 프로그램,cancelled,112500,2017-03-21 23:22:40.912000,Recurring,facebook
1Q7XEMQF,조세현,FEMALE,20.0,161.0,55.0,,45.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-06-05 09:49:43.640000,Recurring,facebook
U8PJPL45,이세율,FEMALE,33.0,163.0,57.5,57.1,53.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-05-26 17:44:16.904000,Recurring,naver
M7LPUCZL,최채하,FEMALE,31.0,167.0,71.0,,66.02999878,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-29 19:20:47.648000,Recurring,facebook
T1TLTPR9,송성은,FEMALE,20.0,157.0,56.9,,48.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-29 05:29:09.256000,Recurring,facebook
4WJOA7YQ,오소희,FEMALE,26.0,162.0,63.0,50.6,57.474,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-06-18 23:49:44.048000,Recurring,direct
QN5ROKPC,허채솔,FEMALE,30.0,164.0,65.0,,60.45,눔 체중감량 프로그램,cancelled,112500,2017-04-12 08:11:28.760000,Recurring,facebook
9HANPQKD,정승희,FEMALE,32.0,168.0,72.2,69.8,58.0,눔 체중감량 프로그램,completed,112500,2017-03-15 17:23:22.680000,Recurring,facebook
U6525MJ7,한채이,FEMALE,33.0,161.0,75.0,,51.20000076,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-06-05 13:34:14.416000,Recurring,facebook
8QOVO466,서설윤,FEMALE,23.0,163.0,58.0,,48.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-06-24 23:29:11.080000,Recurring,facebook
25QR3IIX,임슬지,FEMALE,20.0,171.0,90.0,,83.7,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-07-22 13:49:41.936000,Recurring,facebook
SVESKRWE,백솔윤,FEMALE,26.0,162.0,60.4,,55.4,눔 체중감량 프로그램,cancelled,112500,2017-05-24 01:37:48.016000,Recurring,others
7EZV26ZZ,문서윤,FEMALE,25.0,165.0,59.5,59.6,55.335,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-09 09:07:23.336000,Recurring,facebook
JZ86RE9H,허지희,FEMALE,28.0,175.0,83.5,,77.65499878,눔 체중감량 프로그램 (천원 체험),cancelled,118000,2017-06-10 07:16:19.328000,Recurring,others
6QO1T79E,유슬아,FEMALE,28.0,154.0,45.3,,42.129,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-06-12 09:52:46.288000,Recurring,facebook
IROYEKO2,홍설안,FEMALE,21.0,165.0,72.0,65.9,60.0,눔 체중감량 프로그램,completed,112500,2017-04-26 05:04:00.056000,Recurring,facebook
PX06NF3W,박수현,FEMALE,21.0,153.0,46.0,,40.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-06-05 22:09:39.712000,Recurring,facebook
8V2T6UUO,한선영,FEMALE,22.0,164.0,64.0,62.2,59.52000046,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-07-25 21:38:26.896000,Recurring,facebook
HXRDXQJ4,백솔미,FEMALE,30.0,158.0,80.0,82.1,60.0,눔 체중감량 프로그램,completed,112500,2017-05-25 02:47:28.896000,Recurring,facebook
BG8LVKMY,허지희,FEMALE,26.0,166.0,64.0,62.6,52.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-09 14:54:57.984000,Recurring,facebook
BOODDI2D,이서원,FEMALE,27.0,163.0,57.4,,51.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-09 14:47:50.168000,Recurring,facebook
DXQ9XLM8,고채현,FEMALE,29.0,164.0,69.0,,57.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-07-31 18:43:01.760000,Recurring,facebook
IT0OICCK,안지혜,FEMALE,26.0,168.0,58.7,54.8,54.312,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-11 11:43:13.632000,Recurring,naver
WRMP29XC,신승하,FEMALE,27.0,165.0,74.5,72.2,50.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-10 12:44:44.144000,Recurring,facebook
EPY30N5T,고소영,FEMALE,26.0,166.0,67.0,67.0,54.0,눔 체중감량 프로그램,cancelled,112500,2017-04-17 13:21:02.872000,Recurring,facebook
IBKBT25I,배슬윤,FEMALE,32.0,161.0,78.0,,57.0,눔 체중감량 프로그램,cancelled,112500,2017-05-07 01:03:02.648000,Recurring,facebook
S3P989O9,장승아,FEMALE,20.0,153.0,53.0,,49.29,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-07-19 21:42:43.584000,Recurring,facebook
4UKBJUBN,김초영,FEMALE,22.0,161.0,54.0,,50.22,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-07-27 09:33:09.752000,Recurring,facebook
J6L6UWVN,백서혜,FEMALE,23.0,164.0,53.0,,48.0,눔 체중감량 프로그램,cancelled,44780,2017-05-07 00:17:33.272000,Recurring,facebook
18VGXUT6,신설희,FEMALE,37.0,170.0,55.0,55.0,51.15,눔 체중감량 프로그램,cancelled,112500,2017-04-14 07:43:45.344000,Recurring,facebook
NA0QG090,윤지선,FEMALE,24.0,163.0,64.0,59.9,50.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-30 22:38:55.680000,Recurring,naver
XHWWLM2N,한이훈,MALE,27.0,163.0,77.1,,71.70300293,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-07-30 20:58:18.880000,Recurring,facebook
